// rate library for f01: HAbstraction reactions
// original from rate library.txt, CDW 03/08/01
// SR and JS rename some nodes according to the tree and dictionary correction, Nov., 20, 2002
// JS, comment out 10th, change XH in 23 from C/Cd/H3 to C/H3/Cd
// JS, remove CO_birad to form a new family later: CO + RH -> HCO + R.  Aug, 26, 2003
// AG Vandeputte, tried to reorganize the database so that various rate coefficients can be easily found back, Jan 2014

// Legend:
// MRH, Michael Harper
// SSM, Shamel Merchant
// MMS, Mary Schnoor
// AJ, Amrit Jalan
// AGV, Aaron Vandeputte

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// Catherina Wijaya thesis, pg 151 -154.

//f01_intermolecular_HA
//No.	XH			Y_rad				Temp.		A			n		a		E0		DA		Dn		Da		DE0		Rank	Comments

// Rough estimates

0. X_H_or_Xrad_H	Y_rad_birad		300-1500	1E+05		0	0	10	0	0	0	0	0	Default
1. X_H			Y_rad_birad		300-1500	1E+05		0	0	10	0	0	0	0	0	Default
2. X_H			H_rad			300-1500	2.4E+08		1.5	0.65	9.4	0	0	0	0	5	Dean, A. M. [118]
3. X_H			O_atom_triplet		300-1500	1.7E+08		1.5	0.75	6.6	0	0	0	0	5	Dean, A. M. [118]
4. X_H			O_pri_rad		300-1500	1.2E+06		2.0	0.50	10.1	0	0	0	0	5	Dean, A. M. [118]
5. X_H			O_sec_rad		300-1500	1.4E+04		2.69	0.60	11.3	0	0	0	0	5	Dean, A. M. [118]
6. X_H			C_methyl		300-1500	8.1E+05		1.87	0.65	13.0	0	0	0	0	5	Dean, A. M. [118]
7. X_H                  O2b                     300-2000        5e+10           0.0     1       0.0     0       0       0       0       5       Estimate [W.H. Green]
8. O/H/NonDeC           O2b                     300-2000        5e+10           0.0     1       0.0     0       0       0       0       5       Estimate [W.H. Green]


// Sumathy data

7. 	C/H/Cs3		C_rad/Cs3		300-1500	1.30E-01	3.71	0	6.85	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
8. 	C/H2/NonDeC	C_rad/Cs3		300-1500	1.26E+00	3.55	0	8.31	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
9. 	C/H3/Cs		C_rad/Cs3		300-1500	2.85E+00	3.62	0	11.20	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
10. 	C/H/Cs3		C_rad/H/NonDeC		300-1500	5.58E+01	3.01	0	7.34	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
11. 	C/H2/NonDeC	C_rad/H/NonDeC		300-1500	1.52E+01	3.19	0	10.31	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
12. 	C/H3/Cs		C_rad/H/NonDeC		300-1500	4.71E+01	3.23	0	12.27	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
13. 	C/H/Cs3		C_rad/H2/Cs		300-1500	4.22E+03	2.51	0	8.06	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
14. 	C/H2/NonDeC	C_rad/H2/Cs		300-1500	1.54E+03	2.66	0	10.10	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
15. 	C/H3/Cs		C_rad/H2/Cs		300-1500	6.59E+02	2.71	0	12.92	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
16. 	C/H/Cs3		C_methyl		300-1500	5.74E+05	1.83	0	6.94	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
17. 	C/H2/NonDeC	C_methyl		300-1500	1.45E+06	1.77	0	8.53	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
18. 	C/H3/Cs		C_methyl		300-1500	2.78E+05	1.9	0	11.05	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
19. 	C_methane	C_methyl		300-1500	1.01E+04	2.47	0	13.96	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
20. 	C/H/Cs3		H_rad			300-1500	4.83E+08	1.54	0	2.98	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
21. 	C/H2/NonDeC	H_rad			300-1500	1.30E+08	1.69	0	4.78	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
22. 	C/H3/Cs		H_rad			300-1500	6.28E+07	1.75	0	7.51	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
23. 	C_methane	H_rad			300-1500	3.06E+07	1.87	0	10.59	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
24. 	O/H/NonDeC	H_rad			300-1500	8.70E+08	1.39	0	10.07	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
25. 	CO_pri		H_rad			300-1500	5.48E+07	1.82	0	2.44	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
26. 	CO/H/NonDe	H_rad			300-1500	8.07E+07	1.76	0	0.67	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
27. 	Cd_pri		H_rad			300-1500	2.53E+07	1.98	0	11.78	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Primary vinylic {Cd/H2}
28. 	Cd_pri		H_rad			300-1500	4.53E+03	2.43	0	8.85	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Ketene hydrogen {CCO/H2}
29. 	Cd_pri		H_rad			300-1500	1.46E+07	2.09	0	5.49	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Allene hydrogen {Cd/H2/Ca}
30. 	Cd/H/NonDeC	H_rad			300-1500	2.98E+07	1.95	0	8.65	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
31. 	C/H3/Cd		H_rad			300-1500	4.33E+05	2.38	0	2.80	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
32. 	C/H2/OneDeC	H_rad			300-1500	6.99E+05	2.36	0	1.11	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Primary allylic hydrogen {C/Cd/C/H2}
33. 	C/H2/OneDeC	H_rad			300-1500	7.79E+07	1.78	0	2.11	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Primary propergylic {C/Ct/C/H2}
34. 	C/H/Cs2		H_rad			300-1500	3.02E+06	2.16	0	-0.45	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Secondary allylic hydrogen {C/Cd/C2/H}
35. 	C/H/Cs2		H_rad			300-1500	1.21E+08	1.72	0	-0.73	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Secondary propergylic {C/Ct/C2/H}
36. 	C/H2/TwoDe	H_rad			300-1500	7.09E+03	2.85	0	-1.90	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
37. 	Cd/H/OneDe	H_rad			300-1500	1.93E+08	1.74	0	10.28	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Dienylic {Cd/Cd/H}
38. 	Cd/H/OneDe	H_rad			300-1500	2.18E+06	2.4	0	6.11	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Eneynic {Cd/Ct/H}
39. 	Ct_H		H_rad			300-1500	1.65E+08	1.85	0	26.52	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
40. 	C/H3/Ct		H_rad			300-1500	2.70E+07	1.91	0	5.99	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
41.	 Cd/H/NonDeO	H_rad			300-1500	9.67E+09	1.23	0	11.69	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
42.	 O/H/OneDe	H_rad			300-1500	1.30E+11	0.82	0	7.75	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
43.	 Cd_pri		C_methyl		300-1500	3.24E+03	2.58	0	14.04	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
44.	 C/H3/Cd	C_methyl		300-1500	8.04E+01	2.92	0	7.16	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.	
45. 	O/H/NonDeC	C_methyl		300-1500	2.54E+05	1.89	0	8.97	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
46. 	CO/H/NonDe	C_methyl		300-1500	2.92E+04	2.29	0	5.44	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.
47.	O/H/OneDe	C_methyl		300-1500	9.07E+04	2.04	0	10.85	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Olefinic alcohol {O/Cd/H}
48.	O/H/OneDe	H_rad			300-1500	3.30E+08	1.56	0	13.94	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom. Acid O-H {O/CO/H}
49.	CO/H/NonDe	C_methyl		300-1500	4.53E+03	2.43	0	8.85	0	0	0	0	4	Sumathy CBS-Q calculations. Rate expression per H atom.

// M Saeys data, are equivalent as the data of M. Sabbe who used hindered rotors in the transition state

50.	C_methane	C_methyl		300-1500	6.03E+13	0	0	19.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
51.	C/H3/Cs		C_methyl		300-1500	2.80E+14	0	0	16.1	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
52.	C/H3/Cs		C_methyl		300-1500	6.15E+13	0	0	15.9	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
53.	C/H3/Cs		C_methyl		300-1500	7.71E+12	0	0	13.5	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
54.	C/H2/NonDeC	C_methyl		300-1500	5.02E+13	0	0	13.7	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
55.	C/H/Cs3		C_methyl		300-1500	5.02E+13	0	0	11.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
56.	C/H/Cs3		C_methyl		300-1500	4.42E+13	0	0	11.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
57.	C/H3/Cd		C_methyl		300-1500	2.62E+13	0	0	12.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
58.	C/H2/OneDeC	C_methyl		300-1500	2.73E+13	0	0	10.4	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
59.	C/H/Cs2		C_methyl		300-1500	2.73E+13	0	0	8.9	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
60.	C/H2/TwoDe	C_methyl		300-1500	7.54E+13	0	0	8.1	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
61.	C/H/Cs		C_methyl		300-1500	9.32E+12	0	0	7.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
62.	C/H3/Cb		C_methyl		300-1500	4.90E+12	0	0	13.1	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
63.	C/H2/OneDeC	C_methyl		300-1500	1.70E+13	0	0	11.8	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
64.	C/H/Cs2		C_methyl		300-1500	1.17E+13	0	0	11.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
65.	C/H3/Ct		C_methyl		300-1500	6.60E+13	0	0	13.1	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
66.	C/H2/OneDeC	C_methyl		300-1500	2.81E+13	0	0	11.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
67.	C/H2/TwoDe	C_methyl		300-1500	1.38E+14	0	0	8.5	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
68.	C/H/Cs		C_methyl		300-1500	3.43E+13	0	0	7.1	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
69.	C/H/Cs2		C_methyl		300-1500	5.03E+13	0	0	9.1	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
70.	Cd_pri		C_methyl		300-1500	1.88E+14	0	0	18.6	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
71.	Cd/H/NonDeC	C_methyl		300-1500	4.43E+13	0	0	16.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
72.	Cd/H/OneDe	C_methyl		300-1500	5.78E+13	0	0	16.2	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
73.	Cd/H/OneDe	C_methyl		300-1500	2.26E+13	0	0	15.9	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
74.	Cd/H/OneDe	C_methyl		300-1500	4.37E+13	0	0	13.7	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
75.	Ct_H		C_methyl		300-1500	3.33E+12	0	0	28.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
76.	Cb_H		C_methyl		300-1500	1.17E+15	0	0	19.9	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
77.	C/H2/NonDeC	C_methyl		300-1500	9.87E+14	0	0	13.5	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
78.	C/H2/NonDeC	C_methyl		300-1500	4.51E+12	0	0	12.6	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
79.	C/H/Cs3		C_methyl		300-1500	2.46E+13	0	0	11.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
80.	C/H2/OneDeC	C_methyl		300-1500	5.98E+13	0	0	9.6	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
81.	C_methane	H_rad			300-1500	1.87E+14	0	0	14.2	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
82.	C_methane	C_methyl		300-1500	6.03E+13	0	0	19.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
83.	C_methane	C_rad/H2/Cd		300-1500	1.53E+14	0	0	30.6	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
84.	C_methane	Cd_pri_rad		300-1500	1.59E+14	0	0	13.7	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
85.	C_methane	C_rad/Cs3		300-1500	1.86E+13	0	0	20.2	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
86.	C/H/Cs3		H_rad			300-1500	5.31E+13	0	0	5.9	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
87.	C/H/Cs3		C_methyl		300-1500	5.02E+13	0	0	11.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
88.	C/H/Cs3		C_rad/H2/Cd		300-1500	5.02E+13	0	0	20.5	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
89.	C/H/Cs3		Cd_pri_rad		300-1500	8.95E+13	0	0	6.2	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
90.	C/H/Cs3		C_rad/Cs3		300-1500	5.43E+11	0	0	11.6	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
91.	C/H/Cs3		C_rad/H2/Cs		300-1500	3.03E+12	0	0	12.2	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
92.	C/H/Cs3		C_rad/H/NonDeC		300-1500	2.44E+12	0	0	12.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
93.	C/H/Cs3		C_rad/H/OneDeC		300-1500	5.46E+12	0	0	21.7	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
94.	C/H/Cs3		C_rad/Cs2		300-1500	1.10E+12	0	0	21.6	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
95.	C/H/Cs3		Cd_rad/NonDeC		300-1500	1.02E+11	0	0	5.3	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
96.	C/H/Cs3		Cd_rad/OneDe		300-1500	4.16E+12	0	0	13.2	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
97.	C/H/Cs3		C_rad/H2/Ct		300-1500	3.14E+13	0	0	17.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
98.	C/H/Cs3		C_rad/H/OneDeC		300-1500	2.53E+12	0	0	18.0	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
99.	C/H/Cs3		C_rad/Cs2		300-1500	9.78E+11	0	0	18.4	0	0	0	0	4	Mark Saeys, CBS-QB3 calculations, without hindered rotor treatment. Rate expression per H atom.	
